waveform	Ch0		Gen	
t0	28-04-20  23:06:55,812870		28-04-20  23:06:55,812873	
delta t	5,000000E-6		5,000000E-6	

time[0]	Ch0	time[1]	Gen
28-04-20  23:06:55,813900	-9,187622E-1	28-04-20  23:06:55,813903	-8,498038E-1
28-04-20  23:06:55,813905	-9,168105E-1	28-04-20  23:06:55,813908	-8,478521E-1
28-04-20  23:06:55,813910	-9,142083E-1	28-04-20  23:06:55,813913	-8,468763E-1
28-04-20  23:06:55,813915	-9,132325E-1	28-04-20  23:06:55,813918	-8,439488E-1
28-04-20  23:06:55,813920	-9,096545E-1	28-04-20  23:06:55,813923	-8,426477E-1
28-04-20  23:06:55,813925	-9,077028E-1	28-04-20  23:06:55,813928	-8,406961E-1
28-04-20  23:06:55,813930	-9,051006E-1	28-04-20  23:06:55,813933	-8,380939E-1
28-04-20  23:06:55,813935	-9,031490E-1	28-04-20  23:06:55,813938	-8,358170E-1
28-04-20  23:06:55,813940	-9,002215E-1	28-04-20  23:06:55,813943	-8,338653E-1
28-04-20  23:06:55,813945	-8,985951E-1	28-04-20  23:06:55,813948	-8,315884E-1
28-04-20  23:06:55,813950	-8,956676E-1	28-04-20  23:06:55,813953	-8,299620E-1
28-04-20  23:06:55,813955	-8,937160E-1	28-04-20  23:06:55,813958	-8,276851E-1
28-04-20  23:06:55,813960	-8,911138E-1	28-04-20  23:06:55,813963	-8,263840E-1
28-04-20  23:06:55,813965	-8,891621E-1	28-04-20  23:06:55,813968	-8,241070E-1
28-04-20  23:06:55,813970	-8,862346E-1	28-04-20  23:06:55,813973	-8,221554E-1
28-04-20  23:06:55,813975	-8,846083E-1	28-04-20  23:06:55,813978	-8,211796E-1
28-04-20  23:06:55,813980	-8,829819E-1	28-04-20  23:06:55,813983	-8,176015E-1
28-04-20  23:06:55,813985	-8,797291E-1	28-04-20  23:06:55,813988	-8,159752E-1
28-04-20  23:06:55,813990	-8,771269E-1	28-04-20  23:06:55,813993	-8,140235E-1
28-04-20  23:06:55,813995	-8,751753E-1	28-04-20  23:06:55,813998	-8,130477E-1
28-04-20  23:06:55,814000	-8,725731E-1	28-04-20  23:06:55,814003	-8,104455E-1
28-04-20  23:06:55,814005	-8,715972E-1	28-04-20  23:06:55,814008	-8,078433E-1
28-04-20  23:06:55,814010	-8,670434E-1	28-04-20  23:06:55,814013	-8,058916E-1
28-04-20  23:06:55,814015	-8,650917E-1	28-04-20  23:06:55,814018	-8,042652E-1
28-04-20  23:06:55,814020	-8,628148E-1	28-04-20  23:06:55,814023	-8,016630E-1
28-04-20  23:06:55,814025	-8,602126E-1	28-04-20  23:06:55,814028	-8,003619E-1
28-04-20  23:06:55,814030	-8,585862E-1	28-04-20  23:06:55,814033	-7,984103E-1
28-04-20  23:06:55,814035	-8,566346E-1	28-04-20  23:06:55,814038	-7,971092E-1
28-04-20  23:06:55,814040	-8,543577E-1	28-04-20  23:06:55,814043	-7,951575E-1
28-04-20  23:06:55,814045	-8,524060E-1	28-04-20  23:06:55,814048	-7,925553E-1
28-04-20  23:06:55,814050	-8,511049E-1	28-04-20  23:06:55,814053	-7,902784E-1
28-04-20  23:06:55,814055	-8,478521E-1	28-04-20  23:06:55,814058	-7,883268E-1
28-04-20  23:06:55,814060	-8,445994E-1	28-04-20  23:06:55,814063	-7,860498E-1
28-04-20  23:06:55,814065	-8,423225E-1	28-04-20  23:06:55,814068	-7,840982E-1
28-04-20  23:06:55,814070	-8,403708E-1	28-04-20  23:06:55,814073	-7,824718E-1
28-04-20  23:06:55,814075	-8,380939E-1	28-04-20  23:06:55,814078	-7,801949E-1
28-04-20  23:06:55,814080	-8,361422E-1	28-04-20  23:06:55,814083	-7,775927E-1
28-04-20  23:06:55,814085	-8,328895E-1	28-04-20  23:06:55,814088	-7,762916E-1
28-04-20  23:06:55,814090	-8,309378E-1	28-04-20  23:06:55,814093	-7,746652E-1
28-04-20  23:06:55,814095	-8,289862E-1	28-04-20  23:06:55,814098	-7,727135E-1
28-04-20  23:06:55,814100	-8,267092E-1	28-04-20  23:06:55,814103	-7,701113E-1
28-04-20  23:06:55,814105	-8,237818E-1	28-04-20  23:06:55,814108	-7,684850E-1
28-04-20  23:06:55,814110	-8,218301E-1	28-04-20  23:06:55,814113	-7,665333E-1
28-04-20  23:06:55,814115	-8,198785E-1	28-04-20  23:06:55,814118	-7,636058E-1
28-04-20  23:06:55,814120	-8,169510E-1	28-04-20  23:06:55,814123	-7,626300E-1
28-04-20  23:06:55,814125	-8,149993E-1	28-04-20  23:06:55,814128	-7,603531E-1
28-04-20  23:06:55,814130	-8,127224E-1	28-04-20  23:06:55,814133	-7,590520E-1
28-04-20  23:06:55,814135	-8,107708E-1	28-04-20  23:06:55,814138	-7,557992E-1
28-04-20  23:06:55,814140	-8,078433E-1	28-04-20  23:06:55,814143	-7,541728E-1
28-04-20  23:06:55,814145	-8,065422E-1	28-04-20  23:06:55,814148	-7,522212E-1
28-04-20  23:06:55,814150	-8,029641E-1	28-04-20  23:06:55,814153	-7,502695E-1
28-04-20  23:06:55,814155	-8,010125E-1	28-04-20  23:06:55,814158	-7,483179E-1
28-04-20  23:06:55,814160	-7,984103E-1	28-04-20  23:06:55,814163	-7,460410E-1
28-04-20  23:06:55,814165	-7,964586E-1	28-04-20  23:06:55,814168	-7,447398E-1
28-04-20  23:06:55,814170	-7,935312E-1	28-04-20  23:06:55,814173	-7,424629E-1
28-04-20  23:06:55,814175	-7,925553E-1	28-04-20  23:06:55,814178	-7,401860E-1
28-04-20  23:06:55,814180	-7,896279E-1	28-04-20  23:06:55,814183	-7,385596E-1
28-04-20  23:06:55,814185	-7,873509E-1	28-04-20  23:06:55,814188	-7,359574E-1
28-04-20  23:06:55,814190	-7,850740E-1	28-04-20  23:06:55,814193	-7,340058E-1
28-04-20  23:06:55,814195	-7,827971E-1	28-04-20  23:06:55,814198	-7,320541E-1
28-04-20  23:06:55,814200	-7,798696E-1	28-04-20  23:06:55,814203	-7,301025E-1
28-04-20  23:06:55,814205	-7,785685E-1	28-04-20  23:06:55,814208	-7,288014E-1
28-04-20  23:06:55,814210	-7,759663E-1	28-04-20  23:06:55,814213	-7,265244E-1
28-04-20  23:06:55,814215	-7,743399E-1	28-04-20  23:06:55,814218	-7,245728E-1
28-04-20  23:06:55,814220	-7,717377E-1	28-04-20  23:06:55,814223	-7,222958E-1
28-04-20  23:06:55,814225	-7,697861E-1	28-04-20  23:06:55,814228	-7,200189E-1
28-04-20  23:06:55,814230	-7,662080E-1	28-04-20  23:06:55,814233	-7,177420E-1
28-04-20  23:06:55,814235	-7,632805E-1	28-04-20  23:06:55,814238	-7,157903E-1
28-04-20  23:06:55,814240	-7,629553E-1	28-04-20  23:06:55,814243	-7,141640E-1
28-04-20  23:06:55,814245	-7,590520E-1	28-04-20  23:06:55,814248	-7,115618E-1
28-04-20  23:06:55,814250	-7,571003E-1	28-04-20  23:06:55,814253	-7,099354E-1
28-04-20  23:06:55,814255	-7,551487E-1	28-04-20  23:06:55,814258	-7,086343E-1
28-04-20  23:06:55,814260	-7,525465E-1	28-04-20  23:06:55,814263	-7,060321E-1
28-04-20  23:06:55,814265	-7,502695E-1	28-04-20  23:06:55,814268	-7,037552E-1
28-04-20  23:06:55,814270	-7,476673E-1	28-04-20  23:06:55,814273	-7,027793E-1
28-04-20  23:06:55,814275	-7,453904E-1	28-04-20  23:06:55,814278	-6,995266E-1
28-04-20  23:06:55,814280	-7,437640E-1	28-04-20  23:06:55,814283	-6,979002E-1
28-04-20  23:06:55,814285	-7,414871E-1	28-04-20  23:06:55,814288	-6,969244E-1
