waveform	Ch0	
t0	06-05-20  16:47:44,131724	
delta t	5,000000E-6	

time[0]	Ch0
06-05-20  16:47:44,133424	-4,492238E+0
06-05-20  16:47:44,133429	-4,748555E+0
06-05-20  16:47:44,133434	-4,942093E+0
06-05-20  16:47:44,133439	-5,214349E+0
06-05-20  16:47:44,133444	-5,383492E+0
06-05-20  16:47:44,133449	-5,502543E+0
06-05-20  16:47:44,133454	-5,575730E+0
06-05-20  16:47:44,133459	-5,606306E+0
06-05-20  16:47:44,133464	-5,594596E+0
06-05-20  16:47:44,133469	-5,548407E+0
06-05-20  16:47:44,133474	-5,467088E+0
06-05-20  16:47:44,133479	-5,352916E+0
06-05-20  16:47:44,133484	-5,210120E+0
06-05-20  16:47:44,133489	-5,040977E+0
06-05-20  16:47:44,133494	-4,846788E+0
06-05-20  16:47:44,133499	-4,631455E+0
06-05-20  16:47:44,133504	-4,396281E+0
06-05-20  16:47:44,133509	-4,143868E+0
06-05-20  16:47:44,133514	-3,876491E+0
06-05-20  16:47:44,133519	-3,594477E+0
06-05-20  16:47:44,133524	-3,300103E+0
06-05-20  16:47:44,133529	-2,996947E+0
06-05-20  16:47:44,133534	-2,683381E+0
06-05-20  16:47:44,133539	-2,362660E+0
06-05-20  16:47:44,133544	-2,035758E+0
06-05-20  16:47:44,133549	-1,703652E+0
06-05-20  16:47:44,133554	-1,367317E+0
06-05-20  16:47:44,133559	-1,027729E+0
06-05-20  16:47:44,133564	-6,874914E-1
06-05-20  16:47:44,133569	-3,456270E-1
06-05-20  16:47:44,133574	-3,437255E-3
06-05-20  16:47:44,133579	3,381019E-1
06-05-20  16:47:44,133584	6,776894E-1
06-05-20  16:47:44,133589	1,015976E+0
06-05-20  16:47:44,133594	1,351009E+0
06-05-20  16:47:44,133599	1,682790E+0
06-05-20  16:47:44,133604	2,010668E+0
06-05-20  16:47:44,133609	2,333992E+0
06-05-20  16:47:44,133614	2,652762E+0
06-05-20  16:47:44,133619	2,966002E+0
06-05-20  16:47:44,133624	3,275013E+0
06-05-20  16:47:44,133629	3,577194E+0
06-05-20  16:47:44,133634	3,873845E+0
06-05-20  16:47:44,133639	4,163666E+0
06-05-20  16:47:44,133644	4,448282E+0
06-05-20  16:47:44,133649	4,724766E+0
06-05-20  16:47:44,133654	4,985311E+0
06-05-20  16:47:44,133659	5,204547E+0
06-05-20  16:47:44,133664	5,370112E+0
06-05-20  16:47:44,133669	5,489163E+0
06-05-20  16:47:44,133674	5,564627E+0
06-05-20  16:47:44,133679	5,597805E+0
06-05-20  16:47:44,133684	5,593902E+0
06-05-20  16:47:44,133689	5,553242E+0
06-05-20  16:47:44,133694	5,480706E+0
06-05-20  16:47:44,133699	5,375642E+0
06-05-20  16:47:44,133704	5,243905E+0
06-05-20  16:47:44,133709	5,086472E+0
06-05-20  16:47:44,133714	4,905294E+0
06-05-20  16:47:44,133719	4,703298E+0
06-05-20  16:47:44,133724	4,481134E+0
